"listing_id","title","brand","condition","year","price_million_vnd","location","origin","color","fuel","engine_litre","transmission","seats","mileage_km","source_url"
"6975498","Mercedes Benz GLA class GLA 45 S AMG 4Matic - 2022","Mercedes","cũ","2022","1699","TP HCM","nhập khẩu","trắng","xăng","2","tự động","5","24000","https://bonbanh.com/oto/generic"
"6975497","Peugeot 5008 Premium - 2023","Peugeot","cũ","2023","810","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.6","tự động","7","40000","https://bonbanh.com/oto/generic"
"6975494","Kia K3 Luxury 1.6 AT - 2025","Kia","cũ","2025","575","Hà Nội","lắp ráp trong nước","trắng","xăng","1.6","tự động","5","60000","https://bonbanh.com/oto/generic"
"6975493","Toyota Zace GL - 2000","Toyota","cũ","2000","65","TP HCM","nhập khẩu","xanh","xăng","1.8","tay","8",,"https://bonbanh.com/oto/generic"
"6975492","Ford Explorer Limited 2.3L EcoBoost - 2015","Ford","cũ","2015","638","TP HCM","nhập khẩu","đen","xăng","2.3","tự động","7","100000","https://bonbanh.com/oto/generic"
"6975491","VinFast Limo Green AT - 2025","VinFast","cũ","2025","599","Hà Nội","lắp ráp trong nước","đen","điện",,"tự động","7","55000","https://bonbanh.com/oto/generic"
"6975490","VinFast VF5 Plus - 2025","VinFast","cũ","2025","388","Hà Nội","lắp ráp trong nước","xám","điện",,"tự động","5","28000","https://bonbanh.com/oto/generic"
"6975489","Honda CRV L - 2018","Honda","cũ","2018","629","TP HCM","nhập khẩu","trắng","xăng","1.5","tự động","7","68000","https://bonbanh.com/oto/generic"
"6975488","Ford Transit Tiêu chuẩn - 2023","Ford","cũ","2023","525","TP HCM","lắp ráp trong nước","bạc","dầu","2.2","tay","16","117000","https://bonbanh.com/oto/generic"
"6975485","Kia Morning Deluxe - 2019","Kia","cũ","2019","235","Hà Nội","lắp ráp trong nước","trắng","xăng","1.25","tự động","5","99000","https://bonbanh.com/oto/generic"
"6975484","Volkswagen Viloran Luxury - 2024","Volkswagen","cũ","2024","1939","Hà Nội","nhập khẩu","đen","xăng","2","tự động","7","28000","https://bonbanh.com/oto/generic"
"6975481","Toyota Vios 1.5G - 2019","Toyota","cũ","2019","339","Hà Nội","lắp ráp trong nước","bạc","xăng","1.5","tự động","5","80000","https://bonbanh.com/oto/generic"
"6975480","Volkswagen Viloran Luxury - 2024","Volkswagen","cũ","2024","1939","Hà Nội","nhập khẩu","đen","xăng","2","tự động","7","28000","https://bonbanh.com/oto/generic"
"6975479","Subaru Forester 2.0i-S EyeSight - 2024","Subaru","cũ","2024","825","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","15000","https://bonbanh.com/oto/generic"
"6975478","LandRover Range Rover Sport HSE - 2014","LandRover","cũ","2014","1197","TP HCM","nhập khẩu","đen","xăng","3","tự động","5","90000","https://bonbanh.com/oto/generic"
"6975477","Mitsubishi Triton GLX 2WD AT - 2025","Mitsubishi","cũ","2025","558","Hà Nội","nhập khẩu","đen","dầu","2.4","tự động","5","23000","https://bonbanh.com/oto/generic"
"6975474","Mazda CX5 Deluxe 2.0 AT - 2026","Mazda","cũ","2026","715","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","4800","https://bonbanh.com/oto/generic"
"6975473","Toyota Innova 2.0G - 2012","Toyota","cũ","2012","265","Hà Nội","lắp ráp trong nước","bạc","xăng","2","tự động","8","110000","https://bonbanh.com/oto/generic"
"6975472","VinFast Limo Green AT - 2025","VinFast","cũ","2025","615","Hà Nội","lắp ráp trong nước","xám","điện",,"tự động","7","50000","https://bonbanh.com/oto/generic"
"6975471","Mitsubishi Triton GLX 2WD AT - 2025","Mitsubishi","cũ","2025","558","Hà Nội","nhập khẩu","đen","dầu","2.4","tự động","5","23000","https://bonbanh.com/oto/generic"
"6975470","Toyota Vios 1.5G - 2008","Toyota","cũ","2008","195","TP HCM","lắp ráp trong nước","bạc","xăng","1.5","tự động","5","144000","https://bonbanh.com/oto/generic"
"6975469","Chevrolet Aveo LTZ 1.5 AT - 2016","Chevrolet","cũ","2016","169","TP HCM","lắp ráp trong nước","cát","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/chevrolet"
"6975468","Honda CRV L - 2018","Honda","cũ","2018","629","TP HCM","nhập khẩu","trắng","xăng","1.5","tự động","7","68000","https://bonbanh.com/oto/generic"
"6975467","Mercedes Benz E class E300 AMG - 2018","Mercedes","cũ","2018","998","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","20000","https://bonbanh.com/oto/generic"
"6975464","Toyota Venza 3.5 - 2009","Toyota","cũ","2009","305","TP HCM","nhập khẩu","trắng","xăng","3.5","tự động","5","82","https://bonbanh.com/oto/generic"
"6975463","Mercedes Benz S class S450 4Matic - 2023","Mercedes","cũ","2023","2952","TP HCM","nhập khẩu","đen","xăng","3","tự động","5","67000","https://bonbanh.com/oto/generic"
"6975460","Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2024","Hyundai","cũ","2024","399","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","7","50000","https://bonbanh.com/oto/generic"
"6975459","Mercedes Benz S class S450L - 2018","Mercedes","cũ","2018","1497","TP HCM","lắp ráp trong nước","đen","xăng","3","tự động","5","60000","https://bonbanh.com/oto/generic"
"6975458","Hyundai i10 Grand 1.0 MT Base - 2015","Hyundai","cũ","2015","155","Gia Lai","nhập khẩu","trắng","xăng","1","tay","5",,"https://bonbanh.com/oto/generic"
"6975453","Lexus LX 570 - 2014","Lexus","cũ","2014","2480","Hà Nội","nhập khẩu","đen","xăng","5.7","tự động","7","180000","https://bonbanh.com/oto/generic"
"6975452","Hyundai SantaFe Premium 2.2L HTRAC - 2020","Hyundai","cũ","2020","798","Hà Nội","lắp ráp trong nước","đen","dầu","2.2","tự động","7","70000","https://bonbanh.com/oto/generic"
"6975451","Toyota Vios 1.5 TRD - 2018","Toyota","cũ","2018","335","Đăk Lăk","lắp ráp trong nước","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975450","Hyundai SantaFe 2.2L - 2021","Hyundai","cũ","2021","787","TP HCM","lắp ráp trong nước","đen","dầu","2.2","tự động","7","80000","https://bonbanh.com/oto/generic"
"6975447","Nissan Navara VL 2.3 AT 4WD - 2023","Nissan","cũ","2023","630","Hà Nội","nhập khẩu","trắng","dầu","2.3","tự động","5",,"https://bonbanh.com/oto/generic"
"6975446","Lexus LX 570 - 2014","Lexus","cũ","2014","2480","Hà Nội","nhập khẩu","đen","xăng","5.7","tự động","7","180000","https://bonbanh.com/oto/generic"
"6975445","Honda City 1.5TOP - 2019","Honda","cũ","2019","339","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","106000","https://bonbanh.com/oto/generic"
"6975442","Toyota Land Cruiser VX 4.6 V8 - 2014","Toyota","cũ","2014","2110","TP HCM","nhập khẩu","đen","xăng","4.6","tự động","8","136000","https://bonbanh.com/oto/generic"
"6975441","Volvo XC60 T6 AWD Inscription - 2021","Volvo","cũ","2021","879","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","100000","https://bonbanh.com/oto/generic"
"6975440","Mitsubishi Outlander 2.0 CVT - 2021","Mitsubishi","cũ","2021","610","Quảng Ninh","lắp ráp trong nước","trắng","xăng","2","tự động","7","60000","https://bonbanh.com/oto/generic"
"6975439","VinFast VF7 Plus AWD - 2026","VinFast","cũ","2026","770","Hà Nội","lắp ráp trong nước","trắng","điện",,"tự động","5","65000","https://bonbanh.com/oto/generic"
"6975438","Toyota Hilux 2.8G 4x4 AT - 2016","Toyota","cũ","2016","595","Sơn La","nhập khẩu","xám","dầu","2.8","tự động","5","87000","https://bonbanh.com/oto/generic"
"6975437","Toyota Innova Cross HEV 2.0 CVT - 2026","Toyota","mới","2026","910","Hà Nội","nhập khẩu","bạc","hybrid","2","tự động","7",,"https://bonbanh.com/oto/generic"
"6975434","Hyundai Accent 1.4 MT - 2011","Hyundai","cũ","2011","190","Gia Lai","nhập khẩu","đen","xăng","1.4","tay","5",,"https://bonbanh.com/oto/generic"
"6975433","Toyota Camry 2.5 HEV Mid - 2026","Toyota","mới","2026","1280","Hà Nội","nhập khẩu","trắng","hybrid","2.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975430","Toyota Camry 2.5 HEV Mid - 2026","Toyota","mới","2026","1280","Hà Nội","nhập khẩu","đen","hybrid","2.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975429","Mercedes Benz GLC 250 4Matic - 2018","Mercedes","cũ","2018","795","TP HCM","lắp ráp trong nước","đen","xăng","2","tự động","5","97000","https://bonbanh.com/oto/generic"
"6975428","Toyota Innova 2.0E - 2018","Toyota","cũ","2018","355","Đăk Lăk","lắp ráp trong nước","bạc","xăng","2","tay","8",,"https://bonbanh.com/oto/generic"
"6975427","Hyundai Stargazer Cao cấp 1.5 AT - 2026","Hyundai","mới","2026","511","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6975426","BMW 7 Series 735i M Sport - 2024","BMW","cũ","2024","3779","TP HCM","nhập khẩu","trắng","hybrid","3","tự động","5","8000","https://bonbanh.com/oto/generic"
"6975425","Subaru Forester 2.0i-L - 2023","Subaru","cũ","2023","735","TP HCM","nhập khẩu","xanh","xăng","2","tự động","5","30000","https://bonbanh.com/oto/generic"
"6975422","Kia Sportage 2.0 AT AWD - 2010","Kia","cũ","2010","235","Quảng Ninh","nhập khẩu","bạc","xăng","2","tự động","5","150000","https://bonbanh.com/oto/generic"
"6975421","Mercedes Benz S class S450 4Matic Luxury - 2026","Mercedes","mới","2026","4599","Hà Nội","nhập khẩu","đen","xăng","3","tự động","5",,"https://bonbanh.com/oto/generic"
"6975420","Subaru Forester 2.0i-S - 2019","Subaru","cũ","2019","589","TP HCM","nhập khẩu","xanh","xăng","2","tự động","5","55000","https://bonbanh.com/oto/generic"
"6975419","Honda Civic G 1.5 AT - 2022","Honda","cũ","2022","615","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","5","58000","https://bonbanh.com/oto/generic"
"6975416","Lexus LX 570 - 2008","Lexus","cũ","2008","1499","TP HCM","nhập khẩu","xám","xăng","5.7","tự động","7","122000","https://bonbanh.com/oto/generic"
"6975415","Kia Carnival Premium 2.2D 8S - 2024","Kia","cũ","2024","1280","TP HCM","lắp ráp trong nước","xanh","dầu","2.2","tự động","8","21000","https://bonbanh.com/oto/generic"
"6975412","Toyota Camry 2.5Q - 2020","Toyota","cũ","2020","799","Hải Phòng","nhập khẩu","đen","xăng","2.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975411","Mercedes Benz C class C200 Avantgarde Plus - 2026","Mercedes","mới","2026","1529","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975408","Toyota Corolla Cross 1.8HEV - 2026","Toyota","cũ","2026","855","Hà Nội","nhập khẩu","đen","hybrid","1.8","tự động","5","3000","https://bonbanh.com/oto/generic"
"6975405","Mazda CX5 2.5 AT AWD - 2019","Mazda","cũ","2019","575","TP HCM","lắp ráp trong nước","đen","xăng","2.5","tự động","5","52000","https://bonbanh.com/oto/generic"
"6975404","Peugeot 2008 GT Line 1.2 AT - 2022","Peugeot","cũ","2022","545","Đà Nẵng","lắp ráp trong nước","cam","xăng","1.2","tự động","5","56000","https://bonbanh.com/oto/generic"
"6975403","Hyundai Tucson 2.0 AT 4WD - 2011","Hyundai","cũ","2011","245","Quảng Ninh","nhập khẩu","nâu","xăng","2","tự động","5","150000","https://bonbanh.com/oto/generic"
"6975402","Toyota Avanza Premio 1.5 AT - 2024","Toyota","cũ","2024","409","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","90000","https://bonbanh.com/oto/generic"
"6975401","Mercedes Benz GLC 200 4Matic - 2026","Mercedes","mới","2026","1859","Hà Nội","lắp ráp trong nước","trắng","hybrid","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6975400","Mercedes Benz S class S400L - 2016","Mercedes","cũ","2016","1095","Hà Nội","lắp ráp trong nước","trắng","xăng","3","tự động","5","100000","https://bonbanh.com/oto/generic"
"6975399","Ford EcoSport Titanium 1.5L AT - 2017","Ford","cũ","2017","268","Bình Dương","lắp ráp trong nước","cam","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975396","Ford Everest Titanium 2.0L 4x2 AT - 2024","Ford","cũ","2024","1100","Hà Nội","nhập khẩu","xám","dầu","2","tự động","7","30000","https://bonbanh.com/oto/generic"
"6975393","VinFast Lux SA 2.0 Cao cấp - 2022","VinFast","cũ","2022","650","Hà Nội","lắp ráp trong nước","đỏ","xăng","2","tự động","7","66000","https://bonbanh.com/oto/generic"
"6975390","Hyundai SantaFe Cao cấp 2.4L HTRAC - 2021","Hyundai","cũ","2021","709","Hà Nội","lắp ráp trong nước","đỏ","xăng","2.4","tự động","7",,"https://bonbanh.com/oto/generic"
"6975389","Honda CRV L - 2025","Honda","cũ","2025","1010","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","15000","https://bonbanh.com/oto/generic"
"6975386","Ford Focus Titanium 2.0 AT - 2013","Ford","cũ","2013","200","Bà Rịa Vũng Tàu","lắp ráp trong nước","trắng","xăng","2","tự động","5","120000","https://bonbanh.com/oto/generic"
"6975385","Toyota Corolla Cross 1.8V - 2022","Toyota","cũ","2022","670","TP HCM","nhập khẩu","trắng","xăng","1.8","tự động","5","50500","https://bonbanh.com/oto/generic"
"6975384","Hyundai SantaFe Tiêu chuẩn 2.5L - 2021","Hyundai","cũ","2021","779","Hà Nội","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","50000","https://bonbanh.com/oto/generic"
"6975383","Mazda CX5 Premium Exclusive 2.0 AT - 2024","Mazda","cũ","2024","775","Đăk Lăk","lắp ráp trong nước","cát","xăng","2","tự động","5","26000","https://bonbanh.com/oto/generic"
"6975379","Mazda CX5 2.0 AT - 2015","Mazda","cũ","2015","400","Hà Nội","lắp ráp trong nước","xanh","xăng","2","tự động","5","130000","https://bonbanh.com/oto/generic"
"6975376","Mazda CX5 2.0 Premium - 2020","Mazda","cũ","2020","590","TP HCM","lắp ráp trong nước","xanh","xăng","2","tự động","5","86000","https://bonbanh.com/oto/generic"
"6975375","Mazda CX8 Premium AWD - 2023","Mazda","cũ","2023","840","TP HCM","lắp ráp trong nước","cát","xăng","2.5","tự động","7","51000","https://bonbanh.com/oto/generic"
"6975374","Ford Ranger Raptor 2.0L 4x4 AT - 2020","Ford","cũ","2020","845","Đăk Lăk","nhập khẩu","xám","dầu","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6975371","Mazda 6 Premium 2.0 AT - 2022","Mazda","cũ","2022","650","TP HCM","lắp ráp trong nước","xanh","xăng","2","tự động","5","21000","https://bonbanh.com/oto/generic"
"6975370","Mitsubishi Triton 4x2 AT Mivec - 2022","Mitsubishi","cũ","2022","466","TP HCM","nhập khẩu","đen","dầu","2.4","tự động","5","32000","https://bonbanh.com/oto/generic"
"6975367","Kia Rio 1.4 AT - 2015","Kia","cũ","2015","255","Đồng Nai","nhập khẩu","đỏ","xăng","1.4","tự động","5",,"https://bonbanh.com/oto/generic"
"6975364","Toyota Yaris 1.5 AT - 2013","Toyota","cũ","2013","230","Đồng Nai","nhập khẩu","trắng","xăng","1.5","tự động","5","175000","https://bonbanh.com/oto/generic"
"6975363","Honda CRV e:HEV RS - 2023","Honda","cũ","2023","952","Hà Nội","nhập khẩu","đỏ","hybrid","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6975362","Hyundai Avante 2.0 AT - 2011","Hyundai","cũ","2011","235","Nghệ An","lắp ráp trong nước","trắng","xăng","2","tự động","5","62000","https://bonbanh.com/oto/generic"
"6975359","Toyota Yaris Cross 1.5 D-CVT - 2023","Toyota","cũ","2023","535","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5","6000","https://bonbanh.com/oto/generic"
"6975356","Hyundai Accent 1.4 MT - 2019","Hyundai","cũ","2019","235","Đà Nẵng","lắp ráp trong nước","trắng","xăng","1.4","tay","5",,"https://bonbanh.com/oto/generic"
"6975355","Toyota Hilux Pro 2.8L 4x2 AT - 2026","Toyota","mới","2026","676","TP HCM","nhập khẩu","xám","dầu","2.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6975354","Mazda CX5 Luxury 2.0 AT - 2023","Mazda","cũ","2023","678","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","39440","https://bonbanh.com/oto/generic"
"6975353","Toyota Veloz Cross Top 1.5 CVT - 2026","Toyota","mới","2026","545","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6975350","Hyundai Accent Cao cấp 1.5 AT - 2024","Hyundai","cũ","2024","476","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5","15826","https://bonbanh.com/oto/generic"
"6975349","Honda CRV L - 2022","Honda","cũ","2022","661","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6975348","Toyota Innova G - 2009","Toyota","cũ","2009","145","Đăk Lăk","lắp ráp trong nước","bạc","xăng","2","tay","8",,"https://bonbanh.com/oto/generic"
